Date,Open,High,Low,Close,Volume,Adj Close
2013-11-27,18.95,19.00,18.85,18.90,39000,18.90
2013-11-26,18.70,18.90,18.60,18.90,70000,18.90
2013-11-25,18.90,18.95,18.65,18.65,74000,18.65
2013-11-22,18.90,19.00,18.55,18.60,25000,18.60
2013-11-21,18.80,18.90,18.55,18.65,39000,18.65
2013-11-20,18.80,19.10,18.80,18.80,38000,18.80
2013-11-19,18.85,18.85,18.65,18.80,40000,18.80
2013-11-18,18.95,19.05,18.85,18.85,83000,18.85
2013-11-15,19.25,19.25,18.95,18.95,62000,18.95
2013-11-14,19.00,19.35,19.00,19.00,93000,19.00
2013-11-13,19.20,19.20,18.90,18.95,135000,18.95
2013-11-12,19.20,19.35,19.10,19.15,90000,19.15
2013-11-11,19.20,19.40,19.20,19.30,40000,19.30
2013-11-08,19.10,19.40,19.10,19.40,74000,19.40
2013-11-07,19.40,19.40,19.10,19.10,79000,19.10
2013-11-06,19.25,19.45,19.20,19.30,63000,19.30
2013-11-05,19.70,19.70,19.30,19.50,111000,19.50
2013-11-04,19.50,19.90,19.50,19.75,92000,19.75
2013-11-01,19.85,19.90,19.70,19.85,64000,19.85
2013-10-31,20.00,20.00,19.80,19.80,46000,19.80
2013-10-30,20.10,20.10,19.70,19.95,185000,19.95
2013-10-29,19.80,19.80,19.60,19.80,58000,19.80
2013-10-28,19.70,19.90,19.50,19.70,116000,19.70
2013-10-25,19.65,19.90,19.65,19.85,42000,19.85
2013-10-24,19.80,19.80,19.65,19.65,56000,19.65
2013-10-23,19.70,19.95,19.65,19.65,148000,19.65
2013-10-22,20.10,20.10,19.70,19.70,67000,19.70
2013-10-21,19.90,20.05,19.90,20.05,56000,20.05
2013-10-18,20.10,20.20,19.90,20.10,97000,20.10
2013-10-17,20.10,20.30,20.00,20.25,142000,20.25
2013-10-16,20.15,20.25,20.00,20.15,129000,20.15
2013-10-15,20.00,20.15,19.70,20.15,260000,20.15
2013-10-14,20.15,20.15,19.90,19.95,58000,19.95
2013-10-11,20.30,20.30,19.90,20.20,181000,20.20
2013-10-10,20.35,20.35,20.35,20.35,000,20.35
2013-10-09,19.85,20.50,19.80,20.35,251000,20.35
2013-10-08,20.00,20.00,19.80,20.00,74000,20.00
2013-10-07,19.80,20.40,19.60,20.00,275000,20.00
2013-10-04,20.00,20.00,19.65,19.80,157000,19.80
2013-10-03,19.70,20.20,19.60,19.90,405000,19.90
2013-10-02,19.45,19.80,19.45,19.60,216000,19.60
2013-10-01,19.55,19.70,19.40,19.70,91000,19.70
2013-09-30,19.65,19.80,19.50,19.55,42000,19.55
2013-09-27,19.50,19.80,19.50,19.70,127000,19.70
2013-09-26,19.40,19.70,19.25,19.70,140000,19.70
2013-09-25,19.45,19.60,19.30,19.60,90000,19.60
2013-09-24,19.00,19.45,19.00,19.45,90000,19.45
2013-09-23,19.50,19.50,19.20,19.35,76000,19.35
2013-09-20,19.55,19.55,19.55,19.55,000,19.55
2013-09-18,19.60,19.70,19.35,19.55,78000,19.55
2013-09-17,19.40,19.75,19.40,19.55,162000,19.55
2013-09-16,19.40,19.50,19.20,19.50,76000,19.50
2013-09-13,19.35,19.45,19.15,19.45,88000,19.45
2013-09-12,19.50,19.60,19.30,19.35,71000,19.35
2013-09-11,19.70,19.70,19.10,19.60,45000,19.60
2013-09-10,20.00,20.00,19.50,19.75,160000,19.75
2013-09-09,20.25,20.25,19.60,19.90,76000,19.90
2013-09-06,19.50,19.90,19.45,19.80,158000,19.80
2013-09-05,19.35,19.60,19.00,19.55,243000,19.55
2013-09-04,19.70,19.70,19.10,19.35,213000,19.35
2013-09-03,20.00,20.00,19.70,19.70,103000,19.70
2013-09-02,20.00,20.10,19.80,19.90,71000,19.90
2013-08-30,20.15,20.30,19.80,19.90,81000,19.90
2013-08-29,20.20,20.20,19.55,20.00,244000,20.00
2013-08-28,20.45,20.45,20.00,20.10,103000,20.10
2013-08-27,21.00,21.00,20.20,20.45,68000,20.45
2013-08-26,20.90,20.95,20.60,20.90,120000,20.90
2013-08-23,21.05,21.10,20.70,20.75,99000,20.75
2013-08-22,21.20,21.40,20.85,20.90,100000,20.90
2013-08-21,21.20,21.20,21.20,21.20,000,21.20
2013-08-20,21.30,21.80,21.20,21.20,111000,21.20
2013-08-19,21.50,21.50,21.20,21.30,80000,21.30
2013-08-16,21.30,21.50,21.15,21.50,73000,21.50
2013-08-15,21.40,21.65,20.90,21.40,118000,21.40
2013-08-14,22.05,22.05,21.00,21.40,171000,21.40
2013-08-13,22.50,22.65,21.60,21.90,262000,21.90
2013-08-12,23.30,23.30,22.50,22.50,750000,22.50
2013-08-09,21.20,22.25,21.10,22.25,713000,22.25
2013-08-08,21.00,21.15,20.80,20.80,71000,20.80
2013-08-07,21.20,21.45,20.65,21.00,177000,21.00
2013-08-06,21.80,21.90,21.35,21.35,91000,21.35
2013-08-05,22.10,22.15,21.70,21.90,86000,21.90
2013-08-02,21.70,22.05,21.70,21.95,182000,21.95
2013-08-01,22.00,22.00,21.80,21.85,53000,21.85
2013-07-31,22.35,22.35,21.80,22.00,125000,22.00
