Date,Open,High,Low,Close,Volume,Adj Close
2013-11-27,29.60,29.60,29.05,29.30,114000,29.30
2013-11-26,28.90,29.50,28.60,29.50,205000,29.50
2013-11-25,28.90,29.10,28.20,28.40,243000,28.40
2013-11-22,29.50,29.50,28.75,28.75,145000,28.75
2013-11-21,29.40,29.60,29.05,29.25,75000,29.25
2013-11-20,29.60,29.60,29.35,29.35,82000,29.35
2013-11-19,28.40,29.85,28.40,29.35,161000,29.35
2013-11-18,30.00,30.00,28.75,28.75,160000,28.75
2013-11-15,29.80,30.00,29.80,29.80,68000,29.80
2013-11-14,29.80,30.30,29.60,29.85,185000,29.85
2013-11-13,30.15,30.15,29.80,30.00,130000,30.00
2013-11-12,30.50,30.55,29.75,30.15,252000,30.15
2013-11-11,30.60,30.60,30.15,30.55,101000,30.55
2013-11-08,30.10,30.85,30.05,30.40,110000,30.40
2013-11-07,30.60,30.80,30.45,30.60,105000,30.60
2013-11-06,30.45,30.70,30.40,30.45,129000,30.45
2013-11-05,30.90,31.10,30.60,30.60,269000,30.60
2013-11-04,31.60,31.60,31.00,31.05,180000,31.05
2013-11-01,31.30,31.75,31.30,31.65,174000,31.65
2013-10-31,31.80,31.80,31.10,31.50,188000,31.50
2013-10-30,31.30,31.60,30.70,31.40,176000,31.40
2013-10-29,30.70,31.40,30.45,30.70,211000,30.70
2013-10-28,30.60,31.00,30.40,30.45,120000,30.45
2013-10-25,31.30,31.30,30.60,30.70,142000,30.70
2013-10-24,30.60,31.00,30.60,31.00,94000,31.00
2013-10-23,31.30,31.55,31.15,31.15,178000,31.15
2013-10-22,31.85,31.85,31.20,31.30,152000,31.30
2013-10-21,32.30,32.30,31.05,31.15,155000,31.15
2013-10-18,30.90,31.95,30.90,31.80,474000,31.80
2013-10-17,31.80,31.80,30.85,30.90,192000,30.90
2013-10-16,30.80,31.30,30.55,31.00,259000,31.00
2013-10-15,30.65,31.20,30.65,31.20,226000,31.20
2013-10-14,32.00,32.00,30.50,30.65,309000,30.65
2013-10-11,32.55,32.70,31.80,32.10,322000,32.10
2013-10-10,32.30,32.30,32.30,32.30,000,32.30
2013-10-09,33.45,33.45,32.30,32.30,455000,32.30
2013-10-08,33.00,33.60,33.00,33.60,260000,33.60
2013-10-07,34.60,34.60,33.55,33.55,366000,33.55
2013-10-04,34.10,34.45,34.00,34.45,274000,34.45
2013-10-03,33.85,34.90,33.85,34.40,804000,34.40
2013-10-02,34.10,34.10,33.60,33.85,315000,33.85
2013-10-01,33.70,34.50,33.70,33.85,483000,33.85
2013-09-30,33.30,34.30,33.05,33.60,670000,33.60
